Basque (eu),Spanish (es),es_traduction
"Eskerrik asko bertaratu zineten guztioi, baita Mireia Centeno, elkarteko psikologoari ere, ""Epilepsiarekin Elkarbizitzen"" hitzaldia eskaintzeagatik.","Muchas gracias a todos los asistentes, así como a Mireia y la UNED de Bergara por sus facilidades.",Erreur
"Torturak eta tratu txarretan parte hartze zuzen edo zeharkakoak, lege-haustez gain, Psikologoen etika profesionalarekiko eraso gogorra suposatzen dute.","La intervención directa o la cooperación en la tortura y malos tratos, además de delito, constituye la más grave violación de la ética profesional de los/las Psicólogos/as.",Erreur
"Marije Goikoetxeak, zahartzean aditua den psikologoak, gogoeta egitera eraman gintuen bere hitzaldiarekin: “Adineko pertsonen tratu ona bultzatzea”, Ordiziako udalerriko erretiratuentzat.","Marije Goikoetxea, psicóloga experta en envejecimiento, nos hizo reflexionar en su charla: “Promover el buen trato en las personas mayores” dirigido a las personas jubiladas del municipio de Ordizia.",Erreur
"Argitalpenak Harremana Orain Prebentzioa, Adikzioen Prebentzioan diharduen taldea da; drogomenpekotasunen ingruan esperientzia luzeko psikologo eta hezitzailez osatua.","Publicaciones Contacto Orain Prevención, es un equipo especializado en la Prevención de las Adicciones; formado por psicolog@s y educador@s con extensa experiencia en drogodependencias.",Erreur
Psikoanalista ez da psikiatra edo psikologo konbentzionalaren porrotaren ondoren dagoen azken aukera.,"El psicoanalista no tiene por qué ser la última opción, tras el fracaso con el psiquiatra o el psicólogo convencional.",Erreur
"2003. urtean Benito Menni Ospitaleko Garuneko Kalteen Unitatea sortu zen Valladoliden, eta han, neuropsikologo moduan hasi nintzen lanean.",En 2003 se creó la Unidad de Daño Cerebral del Hospital Benito Menni en Valladolid donde empecé a trabajar como neuropsicóloga.,Erreur
Psikogeriatria zerbitzua (psikologoa eta terapeuta okupazionalak),Servicio de Psicogeriatria (Psicóloga y Terapeutas Ocupacionales),Erreur
Espainian eragin handiena duen Psikologoa izendatu dute. Twiterren 110.000 jarraitzaile ditu eta 38.000 Instagramen.,Ha sido nombrada la Psicóloga más influyente de España con 110.000 seguidores en Twitter y 38.000 en Instagram.,Erreur
"Antzeko eran jokaturik, Reich ez zen izan jeinuzko psikologo bat, baizik psikologo bat baino gehiago.","En una línea semejante, Reich no fue un psicólogo genial, sino más que un psicólogo.",Erreur
"Banakako jarraipenean, ikastolako psikologoaren lana izango da, batez ere, ikaslearen banakako arreta egitea diagnosira bitartean.","En el seguimiento individual, la psicóloga de la ikastola será la que preste la atención individual al alumno hasta hacer un diagnóstico.",Erreur
Txostenemailea: Iban Onandia (Neuropsikologoa eta Haur-Psikologoa),Ponente: Iban Onandia (Neuropsicólogo y Psicólogo Infantil),Erreur
Erabiltzaileari bakarrik dagokio berak emandako informazioan egon daitekeen edozein aldaketa COLEGIO OFICIAL DE PSICOLOGOS DE BIZKAIA-BIZKAIKO PSIKOLOGOEN ELKARGO OFIZIALA berehala jakinaraztea.,Será exclusiva responsabilidad del Usuario la comunicación inmediata a COLEGIO OFICIAL DE de cualquier modificación que pueda darse en la información suministrada.,Erreur
"Socorro Alvarez berriz, psikologo klinikoa izateaz gain Emakundeko biolentzia matxistaren aurkako alorraren arduraduna da.","Socorro Álvarez, además de ser psicóloga clínica, es la responsable del área para la eliminación de la violencia contra las mujeres de Emakunde.",Erreur
"Francisco Santolaya, Valentziako Psikologoen Elkargoko Dekanoa: ""Ez dugu lehen baino arazo psikologiko gehiago, baina sentiberagoak gara haiei dagokienez"" Tweet","Francisco Santolaya, Decano del Colegio de Psicólogos de Valencia: ""No tenemos más problemas psicológicos que antes pero somos más sensibles hacia ellos"" Tweet",Erreur
"Hezitzaileen, psikologoen eta medikuen laguntza izan zuen, ikastaroak, Lanbide Heziketa eta praktikak eskaintzen dituen harrera sare zabal baten barruan.","Recibió el apoyo de educadoras, psicólogas y médicos en una red de acogida que incluye cursos, Formación Profesional y prácticas laborales.",Erreur
"Psikologo eta fisioterapeutarekin batera, beharrezkoak dira edozein kirolean entrenatzaile taldea sortzeko.",Junto con el psicólogo y el fisioterapeuta son los pilares de cualquier equipo de entrenadores sea de la disciplina que sea.,Erreur
"Haren esanetan, joan den astean, Hegoak foru zerbitzua, zeinak arreta espezializatua ematen baitu genero bortizkeriazko egoeretan, Aiarako kuadrillako bikitimei, hala eskatzen dutenei, arreta eskaintzen hasi zen, arlo horretan espezializatutako psikologo baten bidez, Amurrioko Udalak horretarakoxe lagatako lokal batean.","Según han informado, la semana pasada el Servicio Foral Hegoak, el equipo de atención especializada en violencia de género, comenzó a prestar atención por parte de una psicóloga especializada en esta materia a las víctimas procedentes de la Cuadrilla de Ayala que así lo solicitan, en un local cedido a tal efecto por el Ayuntamiento de Amurrio.",Erreur
"Aldiz, beste zenbaitetan, psikologo espezialista baten laguntza behar da eta psikologo hau pazienteen ginekologoarekin lankidetzan aritzen da arazoaren bilakaera egokia bermatzeko.","Pero a veces, es necesario el apoyo de un psicólogo especialista que trabajará de forma coordinada con el ginecólogo de los pacientes para una buena evolución de su problema.",Erreur
"Bestalde, psikologoaren atxiloketaz galdetuta, Gonzalezek zehaztu du espetxeratutako psikologoak ez duela 2015etik Diputazioarentzat lan egiten eta ez zuela Diputazioaren bitartez adingabeekin harremanik izan.","Por otro lado, ha sido preguntado por la detención de un psicólogo y ha confirmado que este hombre no prestaba servicios para la Diputación alavesa desde el año 2015 y que no había tenido contacto a través de la Diputación alavesa con los menores.",Erreur
"Batetik, aukera ugari dauzkazu Psikologia Klinikoa, Hezkuntzaren Psikologia, Laneko Psikologia eta Gizarte Eskuartzeko Psikologia bezalako arlo tradizionaletan. Horietan psikologoak erronka berri eta kitzikagarriekin lotutako eskari asko jasotzen ari dira, hala nola larrialdiak kudeatzea, epaitegi eta auzitegietan lan egitea, enpresetan lan talde kolaboratiboak bultzatzea, hezkuntzaren arloan lan egitea edo gure gizarte kulturaniztun honetan familia errealitate berriei arreta ematea.","Puedes encontrar un gran número de oportunidades en los tradicionales campos de la Psicología Clínica, Educativa, del Trabajo y de la Intervención Social, en los que los psicólogos están atendiendo demandas que responden a nuevos y apasionantes retos, como son, por ejemplo, la gestión de emergencias o la intervención en el ámbito judicial y forense, en empresas impulsando equipos de trabajo colaborativos, en contextos educativos o atendiendo a las nuevas realidades familiares de nuestra sociedad multicultural.",Erreur
"Azken urteotan espezialista-titulua agertzeak, LOPS legeak, osasun-zentroen sorrera arautzen duen Errege Dekretuak eta abarrek funtsezko aldaketak sortu dituzte psikologia klinikoan, eta horrek eztabaida eta kezka sakonak eragin ditu psikologoen artean.","En estos últimos años la aparición del Título de Especialista, la LOPS, el Real Decreto que regula la apertura de centros sanitarios etc. han supuesto una serie de cambios fundamentales para el clínico que han generado un intenso debate y preocupación entre los psicólogos-as.",Erreur
"osasun laguntza irunen eta hondarribian, anbulatorioa, klinikak, ospitaleak, gizarte ongizatea, gizarte-langilea, osasuna, osasun pribatua, medikuak, erizainak, gizarte eta osasuna, psikologoak, osasun mentala, adineko pertsonentzako gimnasia, osasuna irunen, osasuna hondarribian, osasun zentroa, osasun mentaleko zentroa, gizarte ongizatea irunen, gizarte zerbitzuak irunen, gizarte-langilea irunen","asistencia sanitaria en irun y hondarribia, ambulatorio, clínicas, hospitales, bienestar social, trabajador social, sanidad, sanidad privada, medicos, enfermeras, sociosanitario, psicologos, salud mental, gerontogimnasia, sanidad irun, sanidad hondarribia, centro de salud, centro mental, bienestar social irun, servicios sociales irun, auxilios, enfermería, medico, enfermera, enfermero, psicologa, fisioterapeuta, quiromasajista, acompañar a mayores, acompañar a dependientes",Erreur
"IMQ-ko Psikiatrian eta Psikologian espezializatutako zentro den AMSAko Min Kroniko eta Fibromialgiako Unitateak jakinarazi ditu datu horiek, zentro horretako psikologo Josune Martín Corralen eskutik, Fibromialgiaren Mundu Eguna dela eta. Egun hori bihar, maiatzaren 12an, izango da.","Estos datos han sido ofrecidos por la Unidad de Dolor Crónico y Fibromialgia de AMSA, centro especializado en Psiquiatría y Psicología de Grupo IMQ, de la mano de Josune Martín Corral, psicóloga de este centro, con motivo del Día Mundial de la Fibromialgia que se celebra mañana día 12 de mayo.",Erreur
"Elkargokideen erregistroa Informazio hau eskuratu ahal izateko, Gipuzkoako Psikologoen Elkargo Ofizialean erregistratuta egon behar duzu.","Para acceder a esta información, debes estar registrado/a como colegiado/a, para acceder correctamente has de introducir tus datos como sigue:",Erreur
"Urriaren 18a - Alfred Binet, frantziar psikologo eta pedagogoa (j.","28 de octubre: Alfred Binet, psicólogo y pedagogo francés (n.",Erreur
"Talde teknikoa (Tratamenduko zuzendariordea, gizarte langilea, psikologoa).","Equipo tratamiento (subdirectora de Tratamiento, trabajadora social, psicóloga).",Erreur
Gero eta ohikoagoa den haurren psikologoen jarduerak ulertaraz lezake gurasoek eta hezitzaileek azkenean espezialisten esku utzi dutela haurrak beren hazkuntzan orientatu eta laguntzeko zeregin tradizionalean dituzten erantzukizunen parte bat.,"La actividad, cada vez más común, de los psicólogos infantiles, podría dar a entender que padres y educadores han acabado delegando en especialistas parte de sus responsabilidades en su tradicional tarea de ayudar y orientar a los niños en su crecimiento personal.",Erreur
"Ronald Fisher psikologoak adierazi duenez, Pablo Ibarren kontrako lekukoa euskal jatorriko gizona identifikatzera bultzatu zuen poliziak.",El perito psicólogo Ronald Fisher dice que la policía influyó en un testigo clave para que éste identificara a Pablo Ibar.,Erreur
"Oharra: Atal honek istorio osoa edo amaiera argitzen du. Peter Venkman (Bill Murray), Ray Stantz (Dan Aykroyd) eta Egon Spengler (Harold Ramis) hirukotearen ikerketa eta jokamolde xelebreen ondorioz New York hiriko Columbiako Unibertsitatetik kaleratutako hiru parapsikologo dira.","Peter Venkman (Bill Murray), Ray Stantz (Dan Aykroyd) y Egon Spengler (Harold Ramis) son tres parapsicólogos expulsados de la Columbia University en Nueva York, debido a sus estudios y prácticas poco ortodoxos, y que comienzan su propio negocio trabajando como cazafantasmas, e investigando fenómenos paranormales usando tecnología sofisticada las manifestaciones ectoplasmáticas.",Erreur
Gizarte psikologoa. Generoan aditua.,Psicóloga social y especialista en género.,Erreur
GEHIGARRIA: Estatuko Psikologoen Elkargo Ofizialaren Deontologi Batzordearen arautegia.,ANEXO: Reglamento de la Comisión Deontológica Estatal del Colegio Oficial de Psicología.,Erreur
Ameriketako Estatu Batuetako psikologoak,Marxistas de Estados Unidos,Erreur
"Tailerren gidaria Isabel Bernal Gallastegui, Psikologoa, tratu txar eta genero indarkerian aditua eta autodefentsa tailerren gidaria duela 15 urte.","Ambos serán impartidos por Isabel Bernal, psicóloga y máster en violencia de género, especializada y con una larga trayectoria en talleres de autodefensa feminista.",Erreur
"Ebaluazio tresna honen ezagutza teoriko-praktikoan sakontzen lagunduko digu Aritz Aranburu doktoreak, neurogarapen goiztiarreko haurren neuropsikologoak.","Contaremos con la presencia del neurodesarrollo temprano, para profundizar en el aprendizaje teórico-práctico de esta herramienta de evaluación.",Erreur
Psikologoen Elkargo Ofizialen Kontseilu Nagusiaren Legea.,Ley del Consejo General de Colegios Oficiales de Psicólogos.,Erreur
"Valentin Martinez-Otero psikologoa, pedagogoa eta irakaslea da Madrilgo Complutense Unibertsitateko Hezkuntza Fakultatean, eta udan lana eta familia bateratzeko errezetak oinarrizko osagai hau behar duela azpimarratzen du: ""Administrazioen eta eskola erakundeen laguntza"".","Valentín Martínez-Otero, psicólogo, pedagogo y profesor de la Facultad de Educación de la Universidad Complutense de Madrid, asegura que la receta para poder conciliar en verano incluye un ingrediente básico: ""la ayuda de las administraciones e instituciones escolares"".",Erreur
Psikologoek onartzen dute ez dakit zer diren gauza horiek.,Los psicólogos admiten que no saben qué son estas cosas.,Erreur
Berriak Psikologo kliniko ospetsuaren hitzaldia | ROBERTO AGUADO,Noticias Charla del famoso psicólogo clínico | ROBERTO AGUADO,Erreur
COLEGIO OFICIAL DE PSICOLOGOS DE BIZKAIA-BIZKAIKO PSIKOLOGOEN ELKARGO OFIZIALA du Erabiltzaileek webgunean dauden edukien eta zerbitzuen gainean egin dezaketen erabilera bere gain hartuko.,COLEGIO OFICIAL DE PSICOLOGOS DE no se responsabiliza del uso que los Usuarios puedan hacer de los contenidos y servicios incluidos en su web.,Erreur
Harremanetarako pertsonak: Eider Axpe Sarasola (gizarte-langilea) – Iker Saenz de Eguilaz Prieto (psikologoa).,Personas de contacto: Eider Axpe Sarasola (Trabajadora Social) – Iker Saenz de Eguilaz Prieto (Psicólogo).,Erreur
"1829). Otsailaren 26a - Hermann Ebbinghaus, alemaniar psikologoa (j.","1839). 12 de enero: Hermann Minkowski, matemático alemán (n.",Erreur
"Psikologoen Kode Deontologikoa deskargatu [PDF: 41,3 KB]","Descargar Código Deontológico de los Psicólogos [PDF: 41,3 KB]",Erreur
"Urriaren 17 eta 18an Larrialdietan eta hondamendietan laguntza psikologikoa emateari buruzko I. Jardunaldia izango da Bizkaiko Psikologoen Elkargo Ofizialak antolatuta, Bizkaiko Foru Aldundiaren eta Bilboko Udalaren laguntzarekin.","El 17 y 18 de octubre se celebra la I Foral de Bizkaia, el Ayuntamiento de Bilbao y el Consejo General de Colegios Oficiales de Psicología. Ver evento",Erreur
"Lanbide askotako talde baten laguntza (gizarte hezitzailea, psikologoa eta gizarte integratzailea) eta begirale boluntario talde bat dago.","Con el apoyo de un equipo multiprofesional (educador social, psicólogo e integrador social) y un equipo de monitores voluntarios.",Erreur
