Basque (eu),Spanish (es),es_traduction
"Aurkezpena Eleka Ingeniaritza Linguistikoa, S.L. 2002an sortu zen Euskal Herriko bi erreferentzia-erakundeen ekimenaren ondorioz: Euskal Herriko Unibertsitateko IXA ikerketa taldea eta Elhuyar Fundazioa.","Presentación Eleka Ingeniaritza Linguistikoa, S.L., se creó en 2002 por la iniciativa de dos instituciones de referencia en el País Vasco: El grupo de investigación IXA de la Universidad del País Vasco y Elhuyar Fundazioa.","La presentación de Eleka Ingeniería Lingüística, S.L., fue creada en 2002 como resultado de una iniciativa entre dos referentes institucionales del País Vasco: el grupo de investigación IXA de la Universidad del País Vasco y la Fundación Elhuyar. 

En español: La presentación de Eleka Ingeniería Lingüística, S.L., fue creada en 2002 como resultado de una iniciativa entre dos referentes institucionales del País Vasco: el grupo de investigación IXA de la Universidad del País Vasco y la Fundación Elhuyar."
"GHESA-Enpresarien Taldea ingeniaritza-enpresarekin elkarlanean, horixe izaki teleskopioaren egitura nagusia garatzeko arduraduna, IK4-TEKNIKERek diseinatuko eta garatuko ditu kontrol-sistema, segurtasuna, kameraren kableen birakariak eta abangoardiako instalazio zientifiko bikain horren ispiluen babes-estalkia.","En colaboración con la ingeniería GHESA-Empresarios Agrupados que es la responsable de desarrollar la estructura principal del telescopio, IK4-TEKNIKER llevará a cabo el diseño y desarrollo de los sistemas de control, seguridad, rotación de cables de la cámara y cubierta de protección de los espejos de esta gran instalación científica de vanguardia.","En colaboración con la empresa de ingeniería, responsable de desarrollar la estructura principal del telescopio, IK4-TEKNIKER diseñará y desarrollará los sistemas de control, seguridad, los giróscopos de los cables de la cámara y la cubierta protectora de los espejos de esta avanzada instalación científica."
Ehunen ingeniaritzak ikerkuntza eta berrikuntzaren aldeko apustua egin du bere etorkizuneko hazkundearen ardatzak direla kontsideratzen baitu,Esta firma de ingeniería de tejidos apuesta por la investigación e innovación como piezas angulares para su futuro crecimiento,La ingeniería ha apostado por la investigación y la innovación considerándolas como ejes centrales de su crecimiento futuro.
Ingurumen Ingeniaritzako Gradua (Bizkaia) (Bilboko Ingeniaritza Goi Eskola Teknikoa),Grado en Ingeniería en Tecnología Industrial (Bizkaia) (Escuela Técnica Superior de Ingeniería de Gasteiz),Grado en Ingeniería Ambiental (Bizkaia) (Escuela Técnica Superior de Ingeniería de Bilbao)
2015eko urrian defendatutako tesiak: Ingeniaritza eta Teknologia,Tesis defendidas en octubre de 2015: Ingeniería y Tecnología,La tesis defendida en octubre de 2015: Ingeniería y Tecnología.
Gradua Ingeniaritza Mekanikoan,Grado en Ingeniería Mecánica,"El texto original en español que se solicita traducir al euskera es: ""Gradúa Ingeniería Mecánica"". 

Ahora, te proporciono la traducción al español de la frase que se te pidió traducir del euskera al español: ""Gradúa Ingeniería Mecánica""."
Industria Kimikan Ingeniaritza Gradua,Grado en Ingeniería Química Industrial,Ingeniería de Procesos Químicos
Informatikako Ingeniaritza Industria Antolaketako Ingeniaritzarekin,Ingeniería informática con Ingeniería en Organización Industrial,Ingeniería de Informática con Ingeniería de Organización Industrial
"Telekomunikazio ingeniaritza teknikoko ikasketak burutu zituen, eta energia ekoizle diren hainbat herrialdetan lan eta bizi izan da. Hortik sortu zen harengan energia gaiekiko interesa eta ardura.","Formado como ingeniero técnico de telecomunicación, ha trabajado y vivido en diferentes países productores de energía, de donde surge en él su interés y preocupación por los asuntos energéticos.",Realizó estudios en ingeniería de telecomunicaciones y trabajó y vivió en varios países productores de energía. De allí surgió su interés y preocupación por los temas energéticos.
"Lege eta Gizarte Zientzietan saria eta accesita Alejandro de Pablo Serrano eta Rocío Garcíarentzat izan dira hurrenez hurren, eta Arkitektura eta Ingeniaritza alorrean Henar Muñumer Rodríguezentzat (saria) eta Pablo Santana Martínentzat (accesita) izan dira.","En Ciencias Jurídicas y Sociales el premio y el accésit han recaído en Alejandro de Pablo Serrano y en Rocío García, respectivamente, mientras que en la categoría de Arquitectura e Ingeniería Varga han recibido el premio y el accésit en la categoría de Ciencias Experimentales.","La medalla y el accesit en Leyes y Ciencias Sociales han sido para Alejandro de Pablo Serrano y Rocío García respectivamente, y en Arquitectura e Ingeniería, para Henar Muñumer Rodríguez (medalla) y Pablo Santana Martín (accesit)."
"Axperen esanetan, oso euskal talde gutxi daude ehunen ingeniaritzaren arloko materialen ekoizpenean espezializatuta, nahiz eta teknologia alternatibo berritzaile bezain bikaina den organoen transplanteetako itxaronaldi luzeak murrizteko.","Axpe advierte de la escasez de grupos vascos especializados en la elaboración de materiales en el ámbito de la ingeniería de tejidos, una novedosa y excelente tecnología alternativa para reducir los largos tiempos de espera de trasplantes de órganos.","Según las palabras de Axperen, hay muy pocos equipos vascos especializados en la producción de materiales en el área de ingeniería de tejidos, aunque es una tecnología innovadora y excelente para reducir las largas listas de espera en los transplantes de órganos."
Meatzaritza eta Energia Teknologiaren Ingeniaritzako Gradua/,Grado en Ingeniería Mecánica/,Grado en Ingeniería de Tecnología Minera y Energética (Traducción aproximada: Ingeniería de Tecnología Minera y Energética)
"Telekomunikazio ingeniaritzaren alor guztietan proiektuen plangintza estrategikoa, gidaritza, koordinazioa eta kudeaketa tekniko eta ekonomikoa, kalitate eta ingurumen irizpideen arabera.","Planificación estratégica, dirección, coordinación y gestión técnica y económica de proyectos en todos los ámbitos de la ingeniería de telecomunicación siguiendo criterios de calidad y medioambientales.","La planificación estratégica, dirección, coordinación y gestión técnica y económica de proyectos en todas las áreas de ingeniería de telecomunicaciones, de acuerdo con los criterios de calidad y medioambientales."
"Hautagaien profilak askotarikoak izan daitezke: ingeniaritza, enpresa-administrazioa, nazioarteko merkataritza, informatika, etab.","Los perfiles de las personas aspirantes pueden ser múltiples: ingeniería, administración de empresas, comercio internacional, informática, etc.","Las perfiles de los candidatos pueden ser muy variados: ingeniería, administración de empresas, comercio internacional, informática, etc."
"Erantzuna Egun on, Datorren ikasturtean Makanikako Ingeniaritza Graduan zein ikasturtetan hasi behar zaren jakin ahal izateko, aurrez, ikusi egin behar da 120 kreditu horietatik zeintzuek konbalida daitezken Mekanikako Ingeniaritza Graduarekin.","Buenos días: Para saber el número de créditos que se pueden convalidar en un traslado de expediente de un grado a otro, en tu caso de Ingniería Mecánica de la UPV al Grado en Ingeniería de la Energía en Orona, hay que analizar los planes de estudios de ambas titulaciones y las materias cursadas en el primer curso.","Respuesta: Para poder saber en qué cursos del próximo año comenzarás el Grado en Ingeniería Mecánica, primero hay que revisar cuáles de los 120 créditos pueden ser reconocidos con el Grado en Ingeniería Mecánica."
"2013ko ekainak 12, asteazkena, 17:00etan, Ingeniaritza Duala","12 de junio 2013, miércoles, 17.00 horas, Ingeniería Dual.","12 de junio de 2013, miércoles, a las 17:00, Ingeniería Dual."
Hizkuntza hautatua Meatzaritza eta Energia Teknologiaren Ingeniaritzako Gradua,Grado en Ingeniería de Tecnología de Minas y Energía,La carrera elegida es Ingeniería en Tecnologías de Minería y Energía.
"Lan horrek, EHUko Ingeniaritza Mekanikoko Sailarekin elkarlanean, proposatzen du harriaren topografia aurreikusiko duen sistema bat exekutatzea diamantatzaile birakariarekin egindako diamantatze operazio baten ondoren.","Este trabajo, desarrollado en colaboración con el Departamento de Ingeniería Mecánica de la UPV, plantea la ejecución de un sistema que predice la topografía resultante de la muela tras la operación de diamantado con diamantador rotativo.","El trabajo propone, en colaboración con el Departamento de Ingeniería Mecánica de la UPV/EHU, ejecutar un sistema que prediga la topografía de la piedra después de una operación de diamante con un cortador rotativo de diamante."
Gradu Bikoitza: Fisika + Ingeniaritza Elektronikoa (Bizkaia) (Zientzia eta Teknologia Fakultatea),Doble Grado en Física + Ingeniería Electrónica (Bizkaia) (Facultad de Ciencia y Tecnología),Doble Grado: Física + Ingeniería Electrónica (Bizkaia) (Facultad de Ciencias y Tecnología)
Hainbat diziplinatako ingeniaritza...,Ingeniería multidisciplinar...,Diversas ingenierías...
1 2501646 Telekomunikazio Teknologiaren Ingeniaritza,1 2501646 Ingeniería en Tecnología de Telecomunicación,Ingeniería de Tecnologías de Telecomunicaciones
"Ikastaroan, parte-hartzaileetako bakoitzaren gaitasun pertsonalak indartzeko dinamikak eta taldeko tailerrak landuko dira. Parte-hartzaileak diziplina ugaritatik datoz eta askotariko arloetan trebatuta daude, hala nola zuzenbidean, ingeniaritzan, lan harremanetan, ikus-entzunezko komunikazioan, arkitekturan eta enpresen administrazioan.","El curso consiste en dinámica y talleres grupales para reforzar las competencias personales de cada una de las personas participantes, que tienen perfiles multidisciplinares y formación en áreas como el Derecho, ingeniería, relaciones laborales, comunicación audiovisual, arquitectura y administración de empresas.","En el curso, se trabajarán dinámicas y talleres grupales para fortalecer las habilidades personales de cada participante. Los participantes provienen de diversas disciplinas y están capacitados en múltiples áreas, como derecho, ingeniería, relaciones laborales, comunicación audiovisual, arquitectura y administración de empresas."
"Mondragon Unibertsitateak jardunaldi informatibo bat egingo du gaur, 18:00etan, Vitoria-Gasteizko Europa Jauregian, ingeniaritzari loturiko bere eskaintza-akademikoa aurkezteko.",Mondragon Unibertsitatea realizará hoy a partir de las 18:00 horas en el Palacio Europa de Vitoria-Gasteiz una jornada informativa para presentar su oferta académica vinculada al ámbito de ingeniería.,"La Universidad de Mondragón celebrará hoy una jornada informativa a las 18:00 en el Palacio Europa de Vitoria-Gasteiz, para presentar su oferta académica relacionada con la ingeniería."
Informatikako ingeniaritza graduko ikasleen asebetetze maila,Grado en Ingeniería en Informática,La satisfacción de los estudiantes del grado de ingeniería en informática.
Ofizialtasuna emateko eta RUCTn erregistratzeko akordioak Energiako Ingeniaritza Gradua,Acuerdos de oficialización e inscripción en el RUCT Grado en Ingeniería Mecánica,Para oficializar y registrar el Grado en Ingeniería Energética en el RUCT se han llegado a acuerdos.
EAZ + Informatikako Ingeniaritza Donostiako campusa | Gradu Bikoitzak,Ingeniería Mecánica + Ingeniería en Diseño Industrial Campus Bilbao | Dobles Grados,Ingeniería Informática en el Campus de Donostia | Grados Combinados
Industria Antolaketako Ingeniaritza (Bilbo) – Deustuko Unibertsitatea,Máster en Auditoría de Cuentas (Bilbao) – Universidad de Deusto,Ingeniería de Organización Industrial (Bilbao) – Universidad de Deusto.
"Bestalde, ikerketa orokorrari dagokion ohiko lerroan, ezagutza arlo hauetako ikerlanek dute lekua: Oinarrizko Zientziak; Bizitza eta Osasun Zientziak; Ingeniaritzak, Teknologiak eta Arkitektura; Gizarte Zientziak eta Humanitateak.","Por su parte, la habitual línea de investigación general abarca investigaciones a desarrollar en las siguientes áreas de conocimiento: Ciencias Básicas; Ciencias de la Vida y de la Salud; Ingenierías, Tecnologías y Arquitectura; y Ciencias Sociales y Humanidades.","Por otro lado, en el ámbito de la investigación general, los estudios en este campo se ubican en las siguientes áreas: Ciencias Básicas; Ciencias de la Vida y de la Salud; Ingenierías, Tecnologías y Arquitectura; Ciencias Sociales y Humanidades."
